"序号","代码","名称","涨跌幅","最新价","成交额","流通市值","总市值","换手率","封板资金","首次封板时间","最后封板时间","炸板次数","涨停统计","连板数","所属行业","交易日期","数据类型","动态市盈率","封单资金","板上成交额","连续跌停","开板次数","涨停价","涨速","振幅"
"2113","300115","长盈精密","-19.99142074584961","18.65","2299818976","25210783256.249996","25283927940.8","8.650041580200195","","","144348","","","","消费电子","2025-04-07","跌停","32.88987731933594","31438864.0","200802607.0","1.0","4.0","","",""
"2114","603110","东方材料","-9.987668991088867","14.6","43264964","2937910287.2","2937910287.2","1.4618335962295532","","","100915","","","","化学制品","2025-04-07","跌停","173.53982543945312","31460080.0","21419660.0","1.0","5.0","","",""
"2115","300857","协创数据","-20.00345802307129","92.54","1278210832","22631572775.84","22695911210.84","5.235142707824707","","","144051","","","","消费电子","2025-04-07","跌停","32.807830810546875","31474519.0","140973770.0","1.0","2.0","","",""
"2116","300438","鹏辉能源","-20.0","21.36","433303920","8632984499.76","10751414169.6","4.677823066711426","","","135806","","","","电池","2025-04-07","跌停","133.27606201171875","31533768.0","40094856.0","1.0","2.0","","",""
"2117","603906","龙蟠科技","-10.03787899017334","9.5","84062404","5368249578.5","6318249512.0","1.551644206047058","","","105321","","","","电池","2025-04-07","跌停","-9.93954086303711","31577078.0","42495400.0","1.0","10.0","","",""
"2118","688306","均普智能","-20.017637252807617","9.07","321395616","11140524996.0","11140524996.0","2.7709624767303467","","","133824","","","","专用设备","2025-04-07","跌停","1313.89599609375","31577830.0","30876061.0","1.0","4.0","","",""
"2119","002835","同为股份","-10.0","16.92","35684442","2153643198.84","3713837312.5200005","1.6512696743011475","","","093751","","","","计算机设","2025-04-07","跌停","18.951108932495117","31607507.0","97258596.0","1.0","0.0","","",""
"2120","002026","山东威达","-9.964412689208984","10.12","223799585","4333031307.88","4510517841.28","5.1397223472595215","","","130048","","","","通用设备","2025-04-07","跌停","16.96234703063965","31740368.0","127552480.0","1.0","42.0","","",""
"2121","603194","中力股份","-9.994508743286133","32.78","117517524","1633376132.0800002","13144780000.0","7.107892990112305","","","110904","","","","工程机械","2025-04-07","跌停","15.176193237304688","31819283.0","39376903.0","1.0","12.0","","",""
"2122","688183","生益电子","-19.99264907836914","21.77","457488448","18108746979.75","18108746827.36","2.4465763568878174","","","131500","","","","电子元件","2025-04-07","跌停","54.548831939697266","31876287.0","476787918.0","1.0","2.0","","",""
"2123","603042","华脉科技","-9.961389541625977","11.66","67601032","1872477534.4","1872477534.4","3.5853450298309326","","","105321","","","","通信设备","2025-04-07","跌停","-171.32481384277344","32045329.0","37324519.0","1.0","13.0","","",""
"2124","600630","龙头股份","-10.011507987976074","7.82","69571801","3322417688.54","3322417712.0","2.0834784507751465","","","095248","","","","纺织服装","2025-04-07","跌停","65.9881820678711","32050215.0","497968216.0","1.0","2.0","","",""
"2125","603901","永创智能","-10.021097183227539","8.53","63887483","4127168899.18","4160245458.3999996","1.5415788888931274","","","101427","","","","专用设备","2025-04-07","跌停","39.67759704589844","32077918.0","30699470.0","1.0","5.0","","",""
"2126","002785","万里石","-10.013957023620605","25.79","118121759","4328587874.62","5844521934.05","2.695844888687134","","","110312","","","","装修建材","2025-04-07","跌停","1799.5614013671875","32109323.0","33650790.0","1.0","13.0","","",""
"2127","000962","东方钽业","-9.974586486816406","14.17","190555988","7023390228.66","7155400187.5199995","2.6942083835601807","","","104306","","","","小金属","2025-04-07","跌停","33.558231353759766","32191406.0","69121260.0","1.0","9.0","","",""
"2128","600775","南京熊猫","-10.0","8.73","147673600","5865150358.17","7977810349.440001","2.4988741874694824","","","105047","","","","通信设备","2025-04-07","跌停","-42.243141174316406","32214573.0","48062142.0","1.0","5.0","","",""
"2129","002180","纳思达","-9.987618446350098","21.81","529050416","29776224810.48","31035397592.64","1.7324978113174438","","","140442","","","","计算机设","2025-04-07","跌停","40.597137451171875","32258756.0","62408003.0","1.0","9.0","","",""
"2130","688158","优刻得-W","-20.00823402404785","19.43","631085552","7815987732.44","8803637559.84","7.565863609313965","","","134058","","","","互联网服","2025-04-07","跌停","-37.07579803466797","32276261.0","32437024.0","1.0","0.0","","",""
"2131","002918","蒙娜丽莎","-10.03752326965332","9.59","125325281","2104697007.56","3981627295.52","5.86764669418335","","","110533","","","","装修建材","2025-04-07","跌停","21.251447677612305","32314655.0","32756563.0","1.0","7.0","","",""
"2132","002510","天汽模","-10.0","4.95","174945592","4973992382.7","5024936584.8","3.4601311683654785","","","131842","","","","汽车零部","2025-04-07","跌停","41.690345764160156","32317767.0","19948647.0","1.0","3.0","","",""
"2133","000008","神州高铁","-9.964412689208984","2.53","431606768","6795641645.98","6872435530.4","6.135455131530762","","","134430","","","","交运设备","2025-04-07","跌停","-28.65802764892578","32337195.0","30996295.0","1.0","0.0","","",""
"2134","002953","日丰股份","-10.0","9.63","96034013","2615869433.1600003","4399839606.240001","3.6463654041290283","","","105106","","","","电网设备","2025-04-07","跌停","26.210433959960938","32361923.0","33610068.0","1.0","6.0","","",""
"2135","600239","云南城投","-9.961685180664062","2.35","132246359","3773364236.15","3773364243.2000003","3.456975221633911","","","112236","","","","房地产服","2025-04-07","跌停","157.4942169189453","32466723.0","36824969.0","1.0","3.0","","",""
"2136","001332","锡装股份","-10.002376556396484","37.88","126190568","1022760000.0000001","4166800000.0000005","12.086685180664062","","","111136","","","","专用设备","2025-04-07","跌停","15.039011001586914","32544412.0","26048935.0","1.0","12.0","","",""
"2137","601099","太平洋","-10.10362720489502","3.47","836105168","23652617803.9","23652617963.52","3.4588141441345215","","","144113","","","","证券","2025-04-07","跌停","130.18397521972656","32551948.0","152549872.0","1.0","1.0","","",""
"2138","605086","龙高股份","-10.0","25.11","40722504","4499712000.0","4499712000.0","0.8911607265472412","","","095244","","","","采掘行业","2025-04-07","跌停","35.05137252807617","32563150.0","20881476.0","1.0","2.0","","",""
"2139","600439","瑞贝卡","-10.055866241455078","3.22","54452870","3644993116.8","3644993116.8","1.4889414310455322","","","100520","","","","家用轻工","2025-04-07","跌停","274.6338195800781","32893684.0","440049444.0","1.0","1.0","","",""
"2140","603936","博敏电子","-9.974746704101562","7.13","106396323","4494737768.5199995","4494737740.0","2.350118398666382","","","105427","","","","电子元件","2025-04-07","跌停","66.14608001708984","32943366.0","54133099.0","1.0","15.0","","",""
"2141","605378","野马电池","-9.977727890014648","20.21","48634169","3772721960.0","3772721960.0","1.2789753675460815","","","100222","","","","电池","2025-04-07","跌停","24.20985221862793","32996058.0","17773074.0","1.0","3.0","","",""
"2142","603090","宏盛股份","-9.977324485778809","19.85","26903515","1985000000.0000002","1985000000.0000002","1.350600004196167","","","093518","","","","通用设备","2025-04-07","跌停","40.21521759033203","33153470.0","103839320.0","1.0","1.0","","",""
"2143","605333","沪光股份","-10.0","28.08","89195088","12264672354.48","12264672326.4","0.7236843109130859","","","100445","","","","汽车零部","2025-04-07","跌停","20.981101989746094","33201230.0","126812088.0","1.0","10.0","","",""
"2144","603215","比依股份","-10.018105506896973","14.91","34484556","2791575145.8","2810660229.09","1.2319713830947876","","","093642","","","","家电行业","2025-04-07","跌停","20.728487014770508","33253400.0","137042283.0","1.0","1.0","","",""
"2145","000811","冰轮环境","-9.983633041381836","11.0","151264724","8204113368.0","8399245888.0","1.828543782234192","","","111445","","","","通用设备","2025-04-07","跌停","13.29033088684082","33279400.0","47351700.0","1.0","8.0","","",""
"2146","000521","长虹美菱","-9.948979377746582","7.06","247701876","6181593359.759999","7271261406.719999","3.9715828895568848","","","110718","","","","家电行业","2025-04-07","跌停","10.398359298706055","33297529.0","85477543.0","1.0","2.0","","",""
"2147","688332","中科蓝讯","-20.0","99.52","490272432","4381009827.5199995","11972778480.0","10.906540870666504","","","132836","","","","半导体","2025-04-07","跌停","39.847469329833984","33315912.0","379090284.0","1.0","7.0","","",""
"2148","002886","沃特股份","-9.989142417907715","16.58","110210000","3451428159.1199994","4363915107.7","3.171529531478882","","","102645","","","","塑料制品","2025-04-07","跌停","130.55545043945312","33377198.0","123890982.0","1.0","9.0","","",""
"2149","002063","远光软件","-10.032362937927246","5.56","305020992","9515212518.48","10592333760.0","3.155813217163086","","","130003","","","","软件开发","2025-04-07","跌停","36.16176223754883","33416434.0","53173375.0","1.0","1.0","","",""
"2150","000096","广聚能源","-9.973614692687988","17.06","79145439","8715066880.0","9007680000.0","0.8991128206253052","","","111803","","","","石油行业","2025-04-07","跌停","86.91693115234375","33422246.0","67352880.0","1.0","8.0","","",""
"2151","600470","六国化工","-9.930313110351562","5.17","117349839","2696672000.0","2696672000.0","4.317503929138184","","","102502","","","","化肥行业","2025-04-07","跌停","107.11517333984375","33435010.0","55856680.0","1.0","15.0","","",""
"2152","002418","康盛股份","-9.872611999511719","2.83","79497485","3216012000.0","3216012000.0","2.453185558319092","","","095018","","","","家电行业","2025-04-07","跌停","-244.48387145996094","33508940.0","41096694.0","1.0","5.0","","",""
"2153","600889","南京化纤","-9.975668907165527","14.8","96300439","5421920948.0","5421921036.8","1.7610673904418945","","","095122","","","","化纤行业","2025-04-07","跌停","-25.572917938232422","33531057.0","45142957.0","1.0","2.0","","",""
"2154","002739","万达电影","-9.974205017089844","10.47","440948832","21833985452.100002","22110323030.88","1.9740955829620361","","","134239","","","","文化传媒","2025-04-07","跌停","98.3006591796875","33552873.0","33824382.0","1.0","0.0","","",""
"2155","002902","铭普光磁","-9.9893159866333","16.85","82488521","2992117620.1000004","3967788494.7000003","2.7310304641723633","","","110218","","","","通信设备","2025-04-07","跌停","-21.337657928466797","33685677.0","27040880.0","1.0","10.0","","",""
"2156","603062","麦加芯彩","-10.005359649658203","50.37","130483567","1673331696.0","5439960000.0","7.7397141456604","","","102614","","","","化学原料","2025-04-07","跌停","25.79901123046875","33867125.0","49276617.0","1.0","15.0","","",""
"2157","603078","江化微","-10.010374069213867","17.35","451995248","6690806252.8","6690806252.8","6.633405685424805","","","133707","","","","电子化学","2025-04-07","跌停","67.83547973632812","33869438.0","47052435.0","1.0","5.0","","",""
"2158","603927","中科软","-10.0","19.08","256180782","15856243199.999998","15856243199.999998","1.5876492261886597","","","132901","","","","软件开发","2025-04-07","跌停","41.03849792480469","33903175.0","23812603.0","1.0","2.0","","",""
"2159","002178","延华智能","-10.048623085021973","5.55","94751489","3950396526.9","3952449194.4","2.382143974304199","","","105854","","","","软件开发","2025-04-07","跌停","-338.27972412109375","33940830.0","40265781.0","1.0","3.0","","",""
"2160","000905","厦门港务","-10.050251007080078","7.16","178146374","5311345974.52","5311356736.0","3.305457353591919","","","110509","","","","航运港口","2025-04-07","跌停","26.597684860229492","34031043.0","33503072.0","1.0","3.0","","",""
"2161","601966","玲珑轮胎","-10.00592041015625","15.2","358382688","22245240781.6","22245240857.6","1.585713505744934","","","130750","","","","橡胶制品","2025-04-07","跌停","9.746452331542969","34089648.0","56487759.0","1.0","2.0","","",""
"2162","300249","依米康","-19.986169815063477","11.57","392863360","4322516422.25","5096446160.0","8.572434425354004","","","134100","","","","软件开发","2025-04-07","跌停","516.673583984375","34212490.0","28923843.0","1.0","1.0","","",""
"2163","002725","跃岭股份","-10.017123222351074","10.51","40827037","2227346936.95","2690560000.0","1.8083633184432983","","","093836","","","","汽车零部","2025-04-07","跌停","-316.741943359375","34279416.0","17953182.0","1.0","0.0","","",""
"2164","603618","杭电股份","-9.956075668334961","6.15","110705948","4251960038.4","4251960038.4","2.5807533264160156","","","105820","","","","电网设备","2025-04-07","跌停","26.340715408325195","34301010.0","103547550.0","1.0","11.0","","",""
